Player,Pos,Age,Tm,G,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Players,Season,ALL_STAR
Furkan Korkmaz,SG,22,PHI,64,12,21.8,3.5,8.0,.432,2.0,5.0,.397,1.5,3.1,.487,.554,0.8,1.1,.736,0.3,2.1,2.3,1.1,0.6,0.2,0.8,1.4,9.7,1398,11.7,.571,.617,.140,1.3,10.4,5.8,7.3,1.3,0.9,8.7,18.5,,1.0,1.3,2.3,.079,,-0.6,-0.9,-1.5,0.2,,,NO
Luke Kornet,C,24,CHI,36,14,15.5,2.3,5.2,.439,0.9,3.0,.287,1.4,2.2,.646,.521,0.6,0.8,.714,0.6,1.7,2.3,0.9,0.3,0.7,0.4,1.5,6.0,559,12.7,.539,.578,.150,4.1,12.9,8.3,8.5,0.9,4.4,6.6,16.3,,0.5,0.5,1.1,.091,,-0.9,-0.2,-1.1,0.1,,,NO
Kyle Korver,SF,38,MIL,50,0,16.7,2.2,5.2,.429,1.7,4.1,.415,0.5,1.0,.481,.595,0.6,0.7,.824,0.3,1.8,2.1,1.2,0.4,0.2,0.8,1.4,6.7,833,11.2,.613,.799,.131,1.8,10.1,6.2,9.5,1.2,1.3,13.3,15.7,,0.8,1.4,2.2,.125,,-0.5,0.7,0.2,0.5,,,NO
Rodions Kurucs,PF,21,BRK,39,4,12.8,1.5,3.4,.448,0.6,1.7,.385,0.9,1.8,.507,.541,0.4,0.7,.607,0.5,2.0,2.5,0.8,0.4,0.1,0.9,1.7,4.2,501,8.4,.554,.485,.209,3.8,15.8,10.0,9.4,1.6,0.5,19.3,15.1,,-0.1,0.6,0.5,.048,,-3.9,0.9,-2.9,-0.1,,,NO
Kyle Kuzma,PF,24,LAL,54,7,24.6,4.7,10.9,.432,1.3,4.4,.297,3.4,6.5,.523,.491,1.8,2.4,.738,0.9,3.6,4.5,1.3,0.4,0.4,1.6,2.0,12.5,1327,11.6,.522,.401,.221,4.0,15.5,9.9,7.4,0.8,1.4,11.6,23.2,,-0.2,1.6,1.4,.052,,-2.2,-1.3,-3.5,-0.5,,,NO
Skal Labissière,C,23,POR,33,1,17.2,2.5,4.5,.551,0.1,0.4,.231,2.4,4.1,.582,.561,0.8,1.0,.758,2.0,3.2,5.1,1.3,0.2,0.9,0.9,2.7,5.8,567,15.4,.588,.088,.224,12.1,18.7,15.4,10.2,0.6,4.6,15.7,14.3,,1.0,0.4,1.4,.122,,-1.5,0.3,-1.3,0.1,,,NO
Jeremy Lamb,SG,27,IND,46,42,28.1,4.7,10.4,.451,1.2,3.4,.335,3.5,7.0,.508,.506,2.0,2.4,.836,0.5,3.8,4.3,2.1,1.2,0.5,1.1,2.3,12.5,1291,14.1,.547,.330,.230,2.1,14.9,8.5,10.5,2.1,1.5,8.7,19.7,,0.9,1.8,2.7,.099,,-1.1,0.7,-0.4,0.5,,,NO
Romeo Langford,SG,20,BOS,27,1,11.0,0.9,2.4,.375,0.2,0.9,.217,0.7,1.5,.463,.414,0.6,0.9,.696,0.5,0.7,1.2,0.2,0.3,0.2,0.3,1.1,2.6,298,6.0,.465,.359,.359,5.1,6.4,5.8,2.6,1.3,1.9,10.8,11.9,,-0.1,0.3,0.2,.039,,-4.5,-0.1,-4.6,-0.2,,,NO
Zach LaVine,SG,24,CHI,60,60,34.8,9.0,20.0,.450,3.1,8.1,.380,5.9,11.9,.497,.526,4.5,5.6,.802,0.7,4.1,4.8,4.2,1.5,0.5,3.4,2.2,25.5,2085,19.5,.568,.404,.279,2.1,13.8,7.7,21.7,2.0,1.3,13.3,31.7,,1.8,2.2,4.0,.092,,3.3,-0.8,2.5,2.4,,,NO
Vic Law,SF,24,ORL,5,0,1.8,0.0,0.6,.000,0.0,0.2,.000,0.0,0.4,.000,.000,0.0,0.4,.000,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,9,-16.6,.000,.333,.667,0.0,12.4,6.0,0.0,0.0,0.0,0.0,18.6,,-0.1,0.0,-0.1,-0.456,,-17.0,-8.2,-25.2,-0.1,,,NO
Jake Layman,PF,25,MIN,23,2,22.0,3.5,7.8,.453,1.0,3.1,.333,2.5,4.7,.533,.520,1.0,1.4,.750,0.7,1.7,2.5,0.7,0.7,0.4,1.0,2.0,9.1,505,10.3,.544,.402,.179,3.4,8.7,6.0,4.4,1.6,1.6,11.1,17.7,,0.0,0.3,0.3,.029,,-2.7,-1.0,-3.7,-0.2,,,NO
T.J. Leaf,PF,22,IND,25,1,7.7,1.2,2.8,.435,0.2,0.6,.357,1.0,2.2,.455,.471,0.3,0.5,.583,0.8,1.7,2.6,0.2,0.3,0.1,0.3,0.7,2.9,193,13.8,.485,.203,.174,12.1,24.4,18.3,4.3,2.0,1.4,8.6,18.5,,0.0,0.3,0.4,.088,,-1.4,-0.1,-1.5,0.0,,,NO
Jalen Lecque,PG,19,PHO,4,0,6.5,1.0,2.5,.400,0.0,1.0,.000,1.0,1.5,.667,.400,0.5,0.5,1.000,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.5,2.5,26,5.0,.460,.400,.200,0.0,0.0,0.0,11.1,0.0,0.0,8.4,19.4,,0.0,0.0,0.0,-0.042,,-5.7,-3.6,-9.3,0.0,,,NO
Courtney Lee,SG,34,DAL,24,9,14.4,1.7,3.4,.488,0.9,2.0,.447,0.8,1.5,.543,.616,0.3,0.3,.857,0.3,1.0,1.3,0.5,0.8,0.3,0.5,1.4,4.5,345,10.9,.629,.573,.085,2.2,7.4,4.9,4.7,2.5,1.5,11.4,11.9,,0.3,0.4,0.7,.098,,-2.1,1.6,-0.5,0.1,,,NO
Damion Lee,SG,27,GSW,49,36,29.0,4.3,10.4,.417,1.7,4.9,.356,2.6,5.6,.471,.500,2.2,2.6,.873,0.7,4.2,4.9,2.7,1.0,0.1,1.4,2.4,12.7,1423,12.7,.548,.468,.247,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19.0,,0.9,0.8,1.7,.058,,-1.5,-0.8,-2.3,-0.1,,,NO
Alex Len,C,26,TOT,49,9,18.3,3.4,6.2,.556,0.3,1.1,.250,3.1,5.0,.626,.579,1.2,1.9,.637,1.9,4.1,6.0,1.0,0.4,0.9,1.0,2.3,8.3,895,18.0,.596,.185,.301,11.4,24.5,17.9,8.1,1.2,4.5,12.8,18.3,,1.4,0.9,2.3,.122,,-0.2,-0.2,-0.5,0.3,,,NO
Alex Len,C,26,ATL,40,9,18.6,3.6,6.5,.546,0.4,1.4,.250,3.2,5.1,.627,.573,1.3,2.0,.630,1.7,4.0,5.8,1.1,0.5,0.8,1.0,2.3,8.7,745,17.5,.590,.215,.312,9.8,23.6,16.6,8.7,1.3,3.7,11.7,18.6,,1.1,0.6,1.8,.113,,-0.2,-0.3,-0.4,0.3,,,NO
Alex Len,C,26,SAC,9,0,16.7,2.9,4.7,.619,0.0,0.0,,2.9,4.7,.619,.619,0.8,1.1,.700,2.9,4.2,7.1,0.6,0.2,1.4,1.2,2.3,6.6,150,20.3,.636,.000,.238,19.0,29.3,24.1,5.1,0.7,8.3,19.2,16.7,,0.3,0.2,0.5,.165,,-0.7,0.1,-0.6,0.1,,,NO
Kawhi Leonard,SF,28,LAC,51,51,32.2,9.3,19.9,.469,2.1,5.7,.366,7.2,14.2,.510,.521,6.1,6.9,.889,1.0,6.3,7.3,5.0,1.8,0.6,2.7,1.9,26.9,1643,26.7,.585,.287,.344,3.3,19.7,11.7,27.0,2.6,1.7,10.7,33.2,,4.6,3.0,7.6,.222,,6.5,2.5,9.0,4.6,Kawhi Leonard,2020.0,YES
Meyers Leonard,C,27,MIA,49,49,20.1,2.4,4.6,.520,1.0,2.4,.429,1.3,2.1,.625,.635,0.3,0.5,.654,0.6,4.5,5.1,1.1,0.3,0.3,0.7,2.1,6.1,987,11.1,.640,.534,.117,3.2,24.1,14.1,7.7,0.6,1.5,13.0,12.0,,1.0,1.1,2.1,.104,,-1.0,0.4,-0.6,0.3,,,NO
Caris LeVert,SG,25,BRK,39,25,29.0,6.5,15.6,.414,1.8,4.8,.381,4.6,10.8,.429,.473,3.0,4.1,.720,1.0,3.1,4.1,4.1,1.1,0.2,2.5,1.8,17.7,1131,15.1,.509,.310,.264,3.7,10.6,7.2,23.5,1.8,0.5,12.6,28.8,,-0.1,1.2,1.2,.050,,0.1,-0.7,-0.6,0.4,,,NO
Damian Lillard,PG,29,POR,58,58,36.9,9.2,20.0,.457,3.9,9.9,.394,5.3,10.2,.518,.554,6.7,7.6,.888,0.5,3.8,4.3,7.8,1.0,0.4,2.9,1.7,28.9,2140,26.2,.619,.493,.377,1.5,10.5,6.1,34.1,1.3,0.8,11.0,30.2,,8.9,0.7,9.6,.215,,7.9,-0.7,7.2,5.0,,,NO
Nassir Little,PF,19,POR,48,5,11.9,1.4,3.1,.430,0.3,1.2,.237,1.1,1.9,.554,.477,0.6,0.9,.636,0.6,1.6,2.3,0.5,0.3,0.3,0.3,1.5,3.6,573,9.7,.505,.391,.291,5.7,13.7,9.8,5.1,1.1,2.1,8.1,13.7,,0.3,0.3,0.6,.050,,-2.9,-0.6,-3.5,-0.2,,,NO
Kevon Looney,C,23,GSW,20,4,13.1,1.5,4.0,.367,0.1,0.7,.071,1.4,3.3,.431,.373,0.5,0.6,.750,1.4,1.9,3.3,1.0,0.6,0.3,0.6,1.7,3.4,262,9.4,.403,.177,.152,11.2,16.3,13.6,11.1,2.2,2.1,12.5,15.7,,-0.2,0.2,0.0,.005,,-4.8,-0.8,-5.5,-0.2,,,NO
Brook Lopez,C,31,MIL,61,60,26.6,4.0,9.4,.427,1.4,4.7,.296,2.6,4.7,.557,.501,1.6,2.0,.810,0.7,3.8,4.5,1.6,0.7,2.4,1.0,2.4,11.0,1622,14.0,.537,.497,.212,2.7,13.2,8.3,7.8,1.2,8.0,9.2,17.5,,0.8,3.9,4.6,.137,,-1.1,2.8,1.8,1.5,,,NO
Robin Lopez,C,31,MIL,60,4,14.4,2.3,4.6,.502,0.6,1.6,.344,1.7,3.0,.588,.562,0.4,0.7,.535,0.9,1.6,2.4,0.7,0.2,0.7,0.9,1.3,5.5,862,11.1,.565,.352,.158,6.3,10.2,8.4,6.4,0.5,4.1,15.6,16.6,,0.2,1.5,1.7,.095,,-2.4,0.5,-1.9,0.0,,,NO
Kevin Love,PF,31,CLE,56,56,31.8,5.8,13.0,.450,2.6,7.0,.374,3.2,6.0,.537,.550,3.3,3.9,.854,1.0,8.8,9.8,3.2,0.6,0.3,2.5,1.6,17.6,1780,17.9,.599,.536,.301,3.3,31.1,17.1,15.4,0.9,0.9,14.5,23.1,,2.5,1.2,3.8,.102,,2.6,-0.6,2.1,1.8,,,NO
Kyle Lowry,PG,33,TOR,52,52,36.6,5.9,14.3,.417,2.9,8.3,.354,3.0,5.9,.505,.520,4.9,5.7,.861,0.6,4.3,4.8,7.7,1.3,0.4,3.0,3.2,19.7,1901,17.9,.589,.583,.399,1.7,12.0,7.0,31.0,1.8,1.1,15.0,23.1,,4.1,2.8,6.9,.173,,2.5,0.7,3.2,2.5,Kyle Lowry,2020.0,YES
Timothé Luwawu-Cabarrot,SG,24,BRK,39,0,17.2,2.0,4.9,.406,1.0,2.8,.358,1.0,2.1,.470,.508,1.3,1.6,.839,0.6,1.7,2.3,0.6,0.4,0.2,0.8,2.1,6.3,671,8.9,.563,.568,.323,3.8,10.0,7.0,5.3,1.1,0.7,12.7,15.7,,0.4,0.6,1.0,.069,,-3.0,-0.2,-3.2,-0.2,,,NO
Trey Lyles,PF,24,SAS,63,53,20.2,2.4,5.4,.446,1.0,2.7,.387,1.4,2.8,.503,.541,0.5,0.7,.733,1.1,4.6,5.7,1.1,0.4,0.4,0.6,1.6,6.4,1271,12.7,.557,.490,.131,6.0,24.6,15.3,7.3,1.1,1.9,9.7,13.7,,1.2,1.0,2.2,.081,,-0.5,-0.7,-1.2,0.2,,,NO
Daryl Macon,SG,24,MIA,4,0,3.5,0.3,0.8,.333,0.3,0.5,.500,0.0,0.3,.000,.500,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.3,0.8,14,-3.1,.500,.667,.000,0.0,0.0,0.0,9.6,0.0,0.0,40.0,15.8,,0.0,0.0,0.0,-0.161,,-7.0,-4.4,-11.4,0.0,,,NO
J.P. Macura,SG,24,CLE,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.023,,-5.1,-1.2,-6.3,0.0,,,NO
Josh Magette,PG,30,ORL,8,0,4.8,0.6,1.9,.333,0.1,0.5,.250,0.5,1.4,.364,.367,0.1,0.3,.500,0.1,0.6,0.8,0.6,0.4,0.1,0.6,0.5,1.5,38,5.1,.378,.267,.133,2.7,14.6,8.5,19.2,3.9,2.4,23.9,23.8,,-0.2,0.1,-0.1,-0.126,,-8.0,1.6,-6.4,0.0,,,NO
Ian Mahinmi,C,33,WAS,38,35,21.3,2.7,5.5,.495,0.1,0.7,.192,2.6,4.8,.538,.507,1.8,3.0,.619,2.1,3.7,5.7,1.3,0.8,1.2,1.2,3.0,7.4,808,14.1,.545,.124,.538,10.2,19.8,14.8,8.2,1.8,4.7,14.8,15.7,,0.7,0.7,1.4,.082,,-2.7,0.0,-2.7,-0.2,,,NO
Thon Maker,C,22,DET,60,14,12.9,1.6,3.2,.482,0.4,1.1,.344,1.2,2.2,.550,.539,1.2,1.8,.664,0.9,1.9,2.8,0.7,0.4,0.7,0.8,1.7,4.7,776,13.7,.582,.332,.570,7.8,16.7,12.2,8.0,1.6,4.2,15.7,16.1,,0.7,0.8,1.5,.096,,-2.0,0.7,-1.4,0.1,,,NO
Terance Mann,SG,23,LAC,35,6,7.7,0.6,1.5,.407,0.1,0.3,.250,0.5,1.2,.452,.435,0.3,0.3,.750,0.1,0.8,0.9,1.1,0.2,0.1,0.4,1.0,1.6,271,7.1,.472,.222,.222,1.6,10.8,6.3,17.9,1.4,1.6,19.1,11.2,,0.0,0.3,0.3,.057,,-4.7,1.2,-3.5,-0.1,,,NO
Boban Marjanović,C,31,DAL,37,2,9.1,2.6,4.7,.555,0.1,0.4,.267,2.5,4.3,.582,.566,1.0,1.3,.766,1.4,2.7,4.1,0.4,0.2,0.2,0.7,1.3,6.3,337,24.5,.599,.087,.272,16.8,30.5,23.7,6.7,1.0,1.8,11.8,27.9,,0.8,0.5,1.3,.184,,1.7,-1.7,0.0,0.2,,,NO
Lauri Markkanen,PF,22,CHI,50,50,29.8,5.0,11.8,.425,2.2,6.3,.344,2.8,5.5,.518,.517,2.5,3.1,.824,1.2,5.1,6.3,1.5,0.8,0.5,1.6,1.9,14.7,1492,14.3,.560,.536,.259,4.2,19.7,11.6,7.6,1.4,1.5,11.0,21.1,,1.1,1.6,2.6,.084,,0.2,-0.8,-0.5,0.5,,,NO
Caleb Martin,SF,24,CHO,18,1,17.6,2.1,4.7,.440,1.1,2.1,.541,0.9,2.6,.362,.560,0.9,1.2,.810,0.6,1.6,2.1,1.3,0.7,0.4,0.8,1.8,6.2,317,12.0,.595,.440,.250,3.3,10.0,6.5,11.1,1.9,2.0,13.9,15.0,,0.3,0.2,0.5,.081,,-1.6,0.5,-1.0,0.1,,,NO
Cody Martin,SF,24,CHO,48,3,18.8,1.9,4.3,.430,0.4,1.6,.234,1.5,2.7,.546,.473,0.9,1.4,.646,0.8,2.5,3.3,2.0,0.8,0.2,0.9,1.6,5.0,903,10.5,.505,.372,.314,4.4,15.1,9.6,15.7,2.2,0.9,15.7,13.6,,0.2,0.8,1.0,.052,,-3.1,1.0,-2.1,0.0,,,NO
Jeremiah Martin,PG,23,BRK,3,0,5.3,0.3,1.7,.200,0.0,0.3,.000,0.3,1.3,.250,.200,0.0,0.0,,0.0,0.7,0.7,0.7,0.3,0.3,0.0,0.0,0.7,16,5.9,.200,.200,.000,0.0,12.6,6.4,16.5,3.0,5.2,0.0,13.1,,0.0,0.0,0.0,-0.040,,-6.6,3.6,-3.0,0.0,,,NO
Kelan Martin,SF,24,MIN,31,4,16.0,2.3,5.8,.392,0.8,3.1,.260,1.5,2.7,.541,.461,1.0,1.0,.968,0.4,2.7,3.1,0.7,0.2,0.3,0.6,1.6,6.4,495,9.2,.506,.530,.171,2.5,18.6,10.2,6.8,0.7,1.5,9.3,17.8,,-0.1,0.3,0.2,.023,,-3.3,-1.0,-4.3,-0.3,,,NO
Frank Mason III,PG,25,MIL,6,0,8.8,0.8,3.2,.263,0.3,1.7,.200,0.5,1.5,.333,.316,0.3,0.7,.500,0.5,0.8,1.3,1.8,0.3,0.0,1.0,0.7,2.3,53,4.2,.337,.526,.211,6.0,8.8,7.5,25.6,1.7,0.0,22.4,20.8,,-0.2,0.1,-0.1,-0.060,,-7.5,-0.9,-8.4,-0.1,,,NO
Garrison Mathews,SG,23,WAS,18,0,12.6,1.3,3.1,.429,1.1,2.6,.413,0.3,0.6,.500,.598,1.7,1.9,.912,0.3,1.0,1.3,0.6,0.4,0.1,0.4,1.8,5.4,227,13.1,.691,.821,.607,2.8,9.1,5.8,5.8,1.6,0.4,10.1,14.5,,0.6,0.0,0.6,.129,,-0.5,-0.6,-1.1,0.1,,,NO
Wesley Matthews,SG,33,MIL,62,62,24.7,2.6,6.5,.397,1.6,4.5,.365,0.9,2.0,.468,.522,0.8,1.0,.762,0.3,2.2,2.6,1.5,0.6,0.1,0.7,1.5,7.5,1529,8.4,.545,.691,.157,1.4,8.5,5.2,7.4,1.1,0.5,8.7,12.7,,0.8,2.4,3.1,.099,,-2.5,0.8,-1.7,0.1,,,NO
Patrick McCaw,SF,24,TOR,37,12,24.5,1.8,4.4,.414,0.6,1.9,.324,1.2,2.5,.484,.485,0.4,0.5,.722,0.5,1.8,2.3,2.1,1.1,0.1,0.8,1.6,4.6,908,7.3,.500,.438,.111,2.3,7.6,5.0,11.4,2.0,0.4,14.6,9.4,,0.2,1.2,1.4,.073,,-3.6,1.8,-1.8,0.0,,,NO
CJ McCollum,SG,28,POR,62,62,36.0,8.9,19.5,.453,2.8,7.4,.380,6.0,12.2,.497,.525,2.0,2.6,.750,0.7,3.4,4.1,4.3,0.7,0.6,1.9,2.6,22.5,2229,17.4,.543,.378,.135,1.9,9.7,5.9,19.3,1.0,1.5,8.3,26.7,,3.1,0.6,3.7,.079,,2.5,-1.7,0.9,1.6,,,NO
T.J. McConnell,PG,27,IND,63,3,18.9,3.0,5.7,.517,0.1,0.2,.333,2.9,5.5,.524,.523,0.5,0.6,.833,0.5,2.1,2.6,5.0,0.7,0.2,1.4,1.1,6.5,1188,16.2,.541,.041,.099,3.0,12.1,7.6,37.2,1.8,0.8,18.5,17.2,,1.6,1.4,2.9,.119,,0.1,0.2,0.3,0.7,,,NO
Jalen McDaniels,PF,22,CHO,16,0,18.3,2.1,4.4,.471,0.6,1.5,.375,1.5,2.9,.522,.536,0.9,1.1,.824,0.9,3.1,4.1,0.8,0.5,0.2,0.7,2.3,5.6,293,10.7,.574,.343,.243,5.4,19.4,12.1,6.8,1.4,0.9,12.4,13.3,,0.2,0.2,0.5,.078,,-3.3,0.0,-3.3,-0.1,,,NO
Doug McDermott,PF,28,IND,62,0,20.0,3.9,7.9,.491,1.9,4.3,.445,2.0,3.6,.544,.611,0.7,0.8,.827,0.4,2.1,2.5,1.1,0.1,0.1,0.6,1.7,10.4,1242,14.3,.626,.540,.106,2.1,11.7,6.9,8.3,0.4,0.3,7.2,19.6,,2.1,0.9,3.0,.115,,1.5,-1.5,0.0,0.6,,,NO
JaVale McGee,C,32,LAL,61,61,16.8,3.0,4.6,.640,0.0,0.1,.500,2.9,4.5,.643,.645,0.8,1.2,.653,1.8,4.0,5.8,0.6,0.5,1.5,0.8,2.4,6.8,1023,20.0,.655,.021,.265,12.1,25.2,18.8,4.7,1.4,7.9,12.9,15.0,,2.2,2.3,4.5,.211,,-0.3,2.3,2.1,1.1,,,NO
Rodney McGruder,SG,28,LAC,50,3,15.0,1.2,3.1,.391,0.4,1.6,.278,0.8,1.5,.506,.462,0.3,0.6,.536,0.5,2.0,2.6,0.6,0.5,0.2,0.4,1.3,3.2,749,6.5,.472,.506,.179,3.7,13.7,8.8,5.1,1.4,0.9,11.1,10.5,,-0.1,1.0,0.8,.054,,-3.8,0.8,-3.0,-0.2,,,NO
Alfonzo McKinnie,SF,27,CLE,40,1,14.8,1.8,4.3,.427,0.4,1.6,.215,1.5,2.7,.557,.468,0.6,0.8,.710,0.9,1.9,2.8,0.4,0.6,0.2,0.7,1.8,4.6,593,8.7,.493,.380,.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,,-0.2,0.3,0.2,.014,,-4.4,-0.9,-5.3,-0.5,,,NO
Jordan McLaughlin,PG,23,MIN,30,2,19.7,2.9,5.9,.489,1.0,2.5,.382,1.9,3.4,.569,.570,0.9,1.3,.667,0.2,1.4,1.6,4.2,1.1,0.1,1.0,1.0,7.6,590,16.3,.587,.427,.219,1.2,7.8,4.4,31.0,2.7,0.6,13.7,15.8,,1.2,0.4,1.6,.130,,0.4,-0.1,0.3,0.3,,,NO
Ben McLemore,SG,26,HOU,63,19,22.8,3.3,7.5,.445,2.4,6.2,.395,0.9,1.3,.688,.609,0.7,1.0,.758,0.3,1.9,2.2,0.9,0.6,0.2,0.7,2.1,9.8,1437,11.7,.622,.830,.132,1.5,8.7,5.1,5.3,1.2,0.7,8.5,15.6,,2.1,0.9,3.0,.100,,0.0,-0.7,-0.7,0.5,,,NO
Jordan McRae,SG,28,TOT,37,4,21.2,4.0,9.9,.407,1.2,3.4,.357,2.8,6.5,.433,.469,2.2,2.9,.761,0.5,2.9,3.4,2.5,0.6,0.4,1.2,2.0,11.5,784,14.2,.515,.344,.298,2.4,15.4,8.7,17.7,1.3,1.8,9.4,24.4,,0.4,0.3,0.7,.043,,0.0,-1.6,-1.5,0.1,,,NO
Jordan McRae,SG,28,WAS,29,4,22.6,4.6,10.9,.420,1.4,3.7,.377,3.2,7.3,.441,.483,2.2,2.9,.771,0.6,3.0,3.6,2.8,0.7,0.5,1.3,2.1,12.8,654,15.2,.523,.334,.262,2.7,15.2,8.7,18.8,1.4,2.0,9.7,24.9,,0.4,0.2,0.7,.050,,0.8,-1.3,-0.5,0.3,,,NO
Jordan McRae,SG,28,DEN,4,0,8.0,0.5,1.5,.333,0.5,1.0,.500,0.0,0.5,.000,.500,0.8,1.0,.750,0.3,1.0,1.3,1.0,0.5,0.3,0.0,0.5,2.3,32,16.7,.580,.667,.667,3.5,13.9,8.7,15.6,3.1,2.9,0.0,10.5,,0.1,0.0,0.1,.208,,1.0,1.4,2.5,0.0,,,NO
Jordan McRae,SG,28,DET,4,0,24.5,3.5,10.8,.326,0.8,4.0,.188,2.8,6.8,.407,.360,4.0,5.5,.727,0.0,3.8,3.8,1.8,0.0,0.0,1.3,2.5,11.8,98,6.5,.446,.372,.512,0.0,17.6,8.7,10.7,0.0,0.0,8.7,25.7,,-0.1,0.0,-0.1,-0.053,,-5.6,-4.2,-9.8,-0.2,,,NO
Nicolò Melli,C,29,NOP,52,6,17.1,2.4,5.3,.442,1.3,3.5,.361,1.1,1.9,.592,.559,0.8,1.2,.733,0.7,2.3,3.0,1.3,0.6,0.4,0.8,2.0,6.8,889,12.3,.583,.647,.216,4.4,14.3,9.3,10.2,1.6,1.8,12.1,15.9,,1.0,0.8,1.8,.095,,-0.9,0.3,-0.6,0.3,,,NO
De'Anthony Melton,PG,21,MEM,52,8,19.4,2.8,6.8,.419,0.7,2.3,.316,2.1,4.5,.470,.472,1.7,2.0,.821,0.7,3.0,3.7,3.0,1.3,0.3,1.5,1.8,8.1,1011,14.6,.525,.331,.300,3.9,15.9,10.0,20.9,3.0,1.5,16.3,19.6,,0.4,1.4,1.8,.086,,-1.6,1.8,0.3,0.6,,,NO
Chimezie Metu,PF,22,SAS,16,0,4.6,1.3,2.2,.571,0.0,0.1,.000,1.3,2.1,.588,.571,0.4,0.5,.750,0.6,1.0,1.6,0.4,0.1,0.3,0.3,0.3,2.9,73,25.4,.597,.029,.229,14.7,23.7,19.2,13.9,0.7,4.8,11.5,25.9,,0.2,0.1,0.2,.159,,3.8,-0.8,3.0,0.1,,,NO
Khris Middleton,SF,28,MIL,55,52,30.1,7.7,15.5,.499,2.4,5.8,.418,5.3,9.7,.547,.577,3.2,3.6,.908,0.7,5.5,6.2,4.1,0.9,0.1,2.1,2.2,21.1,1653,21.4,.619,.374,.231,2.5,17.0,10.2,21.0,1.4,0.4,10.8,26.2,,4.3,3.1,7.4,.214,,3.4,0.9,4.4,2.7,Khris Middleton,2020.0,YES
Eric Mika,PF,25,SAC,1,0,19.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,2.0,2.0,1.000,2.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,6.0,19,14.0,.773,.000,.667,11.6,30.5,20.8,0.0,0.0,0.0,0.0,8.9,,0.1,0.0,0.1,.222,,-2.2,-0.9,-3.1,0.0,,,NO
C.J. Miles,SG,32,WAS,10,0,16.1,1.9,5.9,.322,1.1,3.5,.314,0.8,2.4,.333,.415,1.5,2.0,.750,0.4,0.8,1.2,1.2,1.0,0.4,0.4,1.4,6.4,161,11.0,.472,.593,.339,2.6,5.7,4.1,9.9,2.9,2.2,5.6,18.6,,0.0,0.1,0.1,.033,,-1.8,0.0,-1.9,0.0,,,NO
Malcolm Miller,SF,26,TOR,25,1,5.0,0.3,1.0,.333,0.2,0.8,.316,0.1,0.2,.400,.458,0.0,0.2,.167,0.0,0.5,0.6,0.3,0.2,0.1,0.1,0.5,0.9,125,4.7,.432,.792,.250,0.9,10.8,5.9,8.3,1.5,1.5,10.1,10.1,,-0.1,0.2,0.1,.037,,-4.3,1.4,-2.9,0.0,,,NO
Patty Mills,PG,31,SAS,63,1,22.7,3.9,9.1,.429,2.3,6.2,.380,1.6,3.0,.529,.557,1.5,1.7,.861,0.3,1.3,1.6,1.8,0.8,0.1,0.8,1.6,11.7,1430,14.7,.589,.675,.188,1.4,6.0,3.7,11.3,1.7,0.4,7.6,20.5,,2.1,0.5,2.6,.086,,1.1,-1.2,-0.1,0.7,,,NO
Paul Millsap,PF,34,DEN,44,41,24.4,4.3,8.8,.486,1.1,2.5,.440,3.2,6.3,.504,.548,2.4,2.9,.833,2.0,3.9,5.9,1.6,0.9,0.6,1.4,2.9,12.0,1075,17.7,.598,.282,.326,9.0,17.9,13.5,9.5,1.7,2.4,12.1,20.3,,2.0,1.4,3.4,.151,,0.6,0.0,0.6,0.7,,,NO
Shake Milton,SG,23,PHI,32,16,19.1,3.4,6.8,.498,1.5,3.3,.453,1.9,3.5,.541,.608,1.2,1.6,.765,0.3,1.8,2.1,2.2,0.6,0.2,1.2,2.2,9.5,611,15.2,.633,.488,.235,2.0,10.3,6.1,17.4,1.5,0.8,13.7,19.6,,1.1,0.6,1.7,.134,,0.3,-0.6,-0.3,0.3,,,NO
Donovan Mitchell,SG,23,UTA,63,63,34.4,8.9,19.6,.453,2.5,6.8,.364,6.4,12.8,.501,.517,4.0,4.6,.859,0.7,3.7,4.4,4.2,1.0,0.2,2.7,2.4,24.2,2165,19.1,.560,.347,.235,2.3,11.2,7.0,21.2,1.5,0.5,10.9,31.0,,3.0,2.2,5.2,.115,,2.4,-0.5,1.9,2.1,Donovan Mitchell,2020.0,YES
